mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,median_x,median_y,median_z,rms_x,rms_y,rms_z,label
0.136001185,-6.694977709,7.18363357,0.126269948,0.521780794,0.149297303,0.12394226,-6.70725235,7.19164485,0.185151238,6.715077004,7.185169313,none
0.043014551,-6.616181562,7.261830978,0.098982827,0.476801885,0.145039722,0.043110352,-6.6665368,7.2485266,0.107470348,6.633168556,7.263264783,none
0.44618016,-7.030951061,6.747895653,0.566315153,1.472135801,1.044923654,0.4460724,-6.8599348,6.88807635,0.718736711,7.181906766,6.827520965,none
0.359743906,-6.730208463,7.1108489,0.200467865,0.311501798,0.129044406,0.35146911,-6.6970732,7.0922515,0.411340697,6.737341389,7.112008016,none
0.253907996,-6.454314176,7.448343088,0.198323988,0.624864292,0.379528296,0.25327331,-6.5282245,7.404203,0.321571688,6.484190182,7.457909631,none
0.226365271,-6.658513565,7.161383836,0.388397175,0.576792692,0.684963779,0.15328125,-6.534811,7.3263645,0.447867255,6.683200267,7.193740478,none
0.144934607,-6.604745331,7.258046835,0.17360587,0.282930093,0.095959482,0.15627503,-6.57672355,7.2640944,0.225485362,6.610742003,7.25867481,none
0.089034849,-6.400486135,7.513056535,0.210592193,0.924834731,0.290709662,0.074245605,-6.504873,7.4964115,0.227668147,6.466296378,7.518622579,none
0.095537323,-7.524744224,5.98427964,0.704502277,1.483919522,1.13524539,0.056881715,-7.35570365,6.060597,0.707451485,7.668231387,6.089950499,none
0.388987096,-6.893896059,6.920648435,0.207279394,0.421986522,0.129450154,0.373623045,-6.8731072,6.9287915,0.440279525,6.90667031,6.921846902,none
0.309185047,-6.911367728,6.885992526,0.214026335,0.4535946,0.402336242,0.30117372,-6.96112415,6.9096313,0.375425882,6.926087962,6.897619066,none
0.299425343,-6.717706428,7.147995674,0.150674581,0.460517279,0.169158564,0.28201355,-6.7234185,7.1191955,0.334860175,6.733315309,7.149976967,none
0.187374352,-6.640155718,7.231222558,0.110963685,0.693988315,0.156572262,0.18142273,-6.695277,7.2323603,0.217483236,6.675962218,7.232900484,none
0.091920849,-6.826763668,6.865826454,0.415360079,1.231473406,0.826475856,0.139509885,-6.80604665,7.1443434,0.423377135,6.935853492,6.914897296,none
0.505265297,-6.875190944,7.005983001,0.209539865,0.487951946,0.198139832,0.469423825,-6.8605335,6.976093,0.546590254,6.892312141,7.008756281,none
0.435510352,-6.681254259,7.125482479,0.101201529,0.252285687,0.161505589,0.42451722,-6.7204249,7.12159075,0.446999551,6.685968147,7.127294281,none
0.418709288,-6.644909815,7.182507882,0.094796133,0.429934803,0.161164618,0.42691224,-6.65396285,7.1982313,0.429201481,6.658665177,7.184297723,none
0.343625429,-7.082072751,6.714952192,0.096403895,0.271467019,0.15036929,0.35206787,-7.04495,6.730005,0.356762118,7.08722173,6.716618774,none
0.375335485,-6.754984962,7.063930467,0.066570866,0.200974466,0.084094042,0.366438,-6.7779055,7.05632625,0.381135265,6.757944115,7.064426002,none
0.345098365,-6.607715178,7.248346985,0.096766977,0.425705188,0.138278235,0.345481575,-6.6048651,7.253317,0.358277952,6.621277258,7.249652659,none
