mean_x,mean_y,mean_z,std_dev_x,std_dev_y,std_dev_z,label
-2.481599488,-1.767584241,0.101560825,4.23342773,12.42767099,7.997790988,counterclockwise
-3.471856245,-2.438716681,-1.199425791,4.848861242,12.41606709,7.77801614,counterclockwise
-3.089587179,-3.13121259,0.286049156,3.207464674,10.82669829,5.9334289,counterclockwise
-2.967620817,-0.467088701,-1.117384368,5.459481816,12.30056943,10.22976372,counterclockwise
-3.180561977,-2.09588161,1.129575007,3.759826927,12.35628337,7.446360385,counterclockwise
-3.599702344,-2.868251472,2.034329568,2.609890807,9.915272097,5.702174829,counterclockwise
-1.625427892,-3.030741594,-0.426445195,4.044426686,12.5278222,8.373286218,counterclockwise
-3.447450978,-4.055905718,0.608346914,2.66066804,9.461036873,6.612090314,counterclockwise
-1.901310215,-0.439162746,2.069584253,3.567166393,12.42150296,7.637901048,counterclockwise
-2.728154778,-1.376501441,1.922230683,3.229377793,11.23318618,7.636800046,counterclockwise
-2.157756928,-0.865188796,2.192796086,3.366529016,11.2934882,8.007560726,counterclockwise
-1.866917734,-2.160307538,0.817959011,3.079892178,11.64695121,8.207385519,counterclockwise
-2.024641719,-2.359609125,-0.253967929,4.235480318,12.95963484,10.28745967,counterclockwise
